8 10 19 2 21 21 11 16 19 21 5 19 15 13 10 21 20 7 9 15 6 1 21 6 17 17 12 17 7 7 13 19 11 1 13 15 4 9 2 3 17 7 15 14 14 17 6 19 3 16 14 19 13 17 9 20 8 15 3 7 7 9 16 5 21 11 19 7 0 6
7 2 20 18 20 15 18 20 9 11 11 10 17 7 7 15 7 3 15 5 15 17 1 1 9 4 9 1 16 14 3 17 19 5 17 19 5 5 9 0 17 21 1 9 17 3 3 19 12 7 5 14 19 21 9 6 17 13 15 5 7 7 0 1 4 9 3 15 12 3
20 4 3 8 17 8 7 19 20 5 13 3 14 16 3 18 17 15 5 15 3 19 20 9 19 5 19 10 1 21 7 3 15 0 5 13 19 8 4 4 15 13 9 19 20 21 3 13 21 11 12 1 13 21 9 20 12 15 1 21 21 10 21 1 19 3 1 15 21 14
17 19 4 13 5 1 11 13 15 19 0 13 5 10 9 7 5 5 13 8 17 21 13 19 14 3 21 11 13 3 3 21 8 15 17 1 21 2 13 13 13 17 20 5 13 13 21 15 17 13 14 8 18 21 5 21 5 4 15 19 17 2 19 2 13 1 1 21 13 19
8 16 19 14 16 17 0 5 15 2 12 3 11 1 5 21 7 13 21 7 7 9 15 13 10 1 15 12 7 2 21 7 16 12 13 13 13 5 17 5 3 2 12 10 13 1 2 15 5 19 1 5 1 1 15 21 21 12 15 7 21 3 7 19 1 13 13 12 9 10
16 6 16 13 15 7 11 8 1 10 9 1 10 18 5 17 13 17 8 21 4 15 1 21 19 1 7 2 11 13 4 10 5 9 12 21 15 3 13 9 5 9 7 0 11 9 3 11 15 5 19 21 19 13 13 21 17 11 1 7 19 19 1 21 16 4 2 11 20 11
11 17 14 16 2 8 21 19 3 16 11 12 21 15 1 13 1 3 19 17 17 0 20 16 10 13 2 9 21 5 1 17 2 13 13 3 13 4 11 1 11 20 17 0 15 11 14 7 2 21 11 2 5 19 1 1 9 17 17 21 8 15 21 20 4 9 6 5 12 1
15 17 16 9 15 14 19 11 19 1 11 7 3 9 16 6 17 5 10 7 15 3 19 13 8 12 21 7 5 7 11 1 7 19 7 19 1 3 5 0 17 2 5 1 13 8 6 21 5 1 15 7 5 5 7 17 11 11 13 7 8 5 15 15 21 9 7 13 19 1
3 10 15 15 10 13 9 9 1 5 1 17 8 1 18 3 13 19 13 6 4 6 13 19 11 17 10 3 11 7 0 15 1 17 17 3 21 2 1 21 7 1 11 3 1 15 17 3 14 20 10 4 15 13 0 3 5 17 0 5 5 12 11 0 5 9 16 21 21 15
8 17 19 3 6 13 11 19 16 17 7 17 1 4 19 2 7 15 13 18 3 7 3 7 9 7 13 13 5 5 7 7 5 3 19 19 17 7 1 17 17 5 1 1 13 15 10 13 21 5 1 3 11 15 17 20 21 3 21 11 9 20 15 4 5 1 4 15 7 15
18 5 1 5 13 12 10 5 18 13 6 1 18 11 16 0 5 2 3 15 13 4 19 4 5 15 1 3 9 12 13 2 7 11 14 19 10 0 20 3 5 17 17 15 3 15 21 9 15 20 5 9 15 13 5 21 1 13 13 1 3 13 7 15 2 13 12 21 21 11
14 11 10 13 5 15 21 17 11 21 5 14 2 15 13 15 11 15 1 9 20 3 5 14 14 1 9 7 4 1 19 2 1 9 17 11 11 19 6 3 21 3 5 17 5 7 1 13 7 19 5 15 1 11 21 1 7 5 19 10 9 3 21 7 17 6 3 15 3 5
7 19 0 0 21 19 17 11 11 2 5 9 2 17 18 19 5 14 4 2 5 20 15 7 9 2 1 7 16 3 9 7 21 1 15 5 3 13 2 7 20 15 19 15 15 13 14 17 3 7 19 19 6 13 15 15 10 6 18 9 5 13 0 11 13 4 13 11 1 13
17 9 19 10 11 15 15 19 15 21 7 1 19 15 6 15 7 18 16 1 13 13 19 13 5 16 1 3 1 13 15 2 5 13 14 17 9 5 5 9 11 9 8 7 5 21 9 10 21 15 19 8 5 14 3 11 9 20 17 21 19 5 19 3 21 15 12 7 13 19
2 5 17 7 17 20 0 19 3 11 9 9 5 3 9 11 12 19 11 15 19 7 9 20 18 21 13 7 3 11 19 1 20 21 15 21 19 9 9 17 5 13 5 20 3 17 5 18 9 0 6 3 15 2 15 17 19 8 13 19 15 19 21 6 13 21 11 11 17 3
18 1 6 2 7 0 11 9 15 1 19 20 16 7 9 11 13 1 13 19 3 8 1 7 12 14 9 7 15 11 21 6 13 5 15 7 21 9 16 13 5 13 20 2 12 21 16 17 13 5 6 0 8 1 7 7 20 16 5 7 5 7 17 0 11 21 14 5 21 17
12 19 15 17 15 4 2 13 15 15 21 15 1 3 15 21 19 5 7 1 6 3 21 13 7 1 1 0 13 12 0 13 17 14 17 20 19 11 13 6 7 9 6 11 5 9 7 3 15 7 10 13 21 0 11 5 12 10 3 1 21 10 4 3 21 15 1 13 15 7
5 12 21 9 21 1 9 19 19 13 5 15 19 18 11 13 1 13 11 9 13 5 7 11 13 9 0 7 17 9 5 21 5 21 6 20 19 19 13 6 7 13 3 11 13 13 3 18 7 18 15 14 5 15 19 1 7 7 17 9 3 5 13 8 21 15 1 0 8 19
18 21 13 21 15 11 4 5 19 15 1 16 3 20 15 7 19 19 3 12 10 11 5 9 19 9 6 1 3 20 18 11 9 20 9 17 13 8 13 5 11 0 15 19 20 13 12 1 20 13 15 12 20 13 11 1 13 18 13 11 5 13 10 19 19 15 20 17 2 1
20 10 0 9 4 3 0 21 15 3 9 8 11 13 4 7 4 3 1 8 9 20 5 2 0 16 17 17 7 2 0 7 5 1 9 3 13 5 21 13 11 19 21 1 15 7 6 15 16 19 11 5 18 17 7 1 15 11 17 3 3 12 7 5 0 7 7 10 5 19
12 4 15 21 17 10 21 13 9 11 21 21 6 18 15 18 7 16 19 21 21 13 21 7 1 3 17 1 6 16 9 14 19 19 17 5 12 16 17 4 5 18 21 2 3 20 7 5 9 3 21 4 3 7 7 2 1 14 11 14 15 5 5 19 17 11 0 10 3 9
3 17 11 13 6 15 13 20 19 21 5 17 16 5 3 9 8 3 3 17 15 21 15 3 15 15 21 15 2 1 0 3 6 1 14 21 17 15 19 1 21 19 17 17 5 5 7 3 15 7 8 3 17 0 11 19 11 18 17 15 9 13 11 19 19 21 18 7 9 1
15 1 21 1 17 1 20 18 0 1 3 9 15 5 17 5 19 17 17 15 15 3 7 13 2 1 15 10 5 19 14 21 9 19 10 9 5 6 20 12 5 3 1 5 8 9 1 7 19 9 5 11 17 9 4 11 18 14 10 19 11 15 13 8 21 13 13 9 11 11
4 7 16 19 9 1 15 5 7 1 17 15 9 1 4 3 17 14 7 3 21 1 11 4 17 5 11 5 17 13 11 16 15 7 1 7 17 17 5 21 12 13 17 5 1 6 3 1 9 10 12 21 6 19 2 13 21 11 5 1 7 15 13 13 19 15 7 15 7 17
11 4 1 19 6 4 15 11 9 21 15 21 21 18 17 15 19 7 18 5 19 13 17 5 4 7 5 15 0 16 11 11 19 11 15 20 7 17 17 7 9 17 21 14 17 7 11 11 7 18 21 9 4 2 19 12 11 2 1 2 1 11 7 1 1 19 17 16 7 3
7 8 4 2 14 13 2 13 20 5 19 17 19 9 11 9 16 5 15 15 17 7 3 21 9 6 3 13 5 21 17 16 7 3 2 12 11 17 21 1 12 0 9 5 19 3 5 7 17 1 7 3 19 19 17 0 3 7 15 14 9 3 19 10 9 9 1 1 1 14
12 10 19 5 7 5 17 9 7 18 19 11 17 19 5 19 15 1 15 5 2 1 7 4 13 19 13 13 19 1 3 13 17 4 21 3 15 11 15 5 19 20 1 7 15 5 13 9 19 17 5 7 10 13 17 17 4 11 8 5 9 9 5 9 16 14 19 0 19 13
7 11 16 6 14 9 7 17 3 15 5 2 1 7 0 2 9 18 17 3 14 15 13 13 16 12 16 1 17 1 15 21 7 17 15 3 13 3 17 7 5 8 1 2 9 5 7 11 11 16 19 7 14 9 20 11 11 1 8 8 14 5 1 7 16 4 14 19 21 16
1 16 7 13 6 21 11 11 17 17 1 20 7 11 19 21 13 13 0 13 21 1 19 11 9 13 12 12 7 7 1 8 10 3 7 3 12 1 2 15 17 9 13 19 10 0 9 13 11 1 15 17 3 20 9 0 19 15 12 5 13 1 13 7 16 9 10 21 15 7
9 12 5 1 5 0 14 13 1 19 11 19 21 5 15 5 2 1 15 11 18 21 5 5 17 18 15 7 13 1 20 2 5 6 1 0 13 5 21 11 20 17 13 7 4 0 17 21 21 5 7 11 7 21 5 21 19 17 19 3 9 17 19 3 3 17 14 9 5 12
19 19 14 5 3 3 2 3 16 21 21 1 13 12 13 15 19 5 1 20 3 1 10 3 15 19 7 9 1 15 9 13 21 9 19 7 2 20 15 13 9 21 2 9 17 3 18 11 16 14 5 19 5 13 7 1 3 11 11 5 21 17 11 11 19 10 13 15 13 21
3 18 8 10 7 17 1 3 21 10 1 14 15 7 21 9 9 15 3 2 21 7 15 19 5 11 6 15 15 3 13 7 5 21 18 4 17 1 21 5 21 20 15 1 19 19 17 21 11 18 3 11 21 6 13 21 19 15 21 18 11 10 1 1 19 1 5 17 3 9
18 0 4 10 13 5 14 18 5 7 12 1 6 3 13 19 1 7 7 13 3 17 11 11 17 5 21 20 11 7 15 11 5 17 9 3 13 21 11 18 15 14 17 1 17 18 0 11 10 9 21 18 7 2 7 19 4 9 1 14 0 2 1 7 17 21 14 1 11 11
5 12 10 14 1 12 19 11 10 13 21 9 17 9 7 2 13 17 5 5 17 5 13 5 11 1 1 4 2 13 9 10 21 15 7 16 7 21 9 21 15 11 21 21 1 3 15 11 21 9 3 19 0 7 15 7 5 14 18 13 1 14 5 10 3 21 19 3 6 11
10 2 7 0 4 1 15 17 11 1 21 21 21 17 13 21 14 17 19 4 9 11 13 19 16 18 19 9 21 8 1 9 20 19 1 3 19 21 2 3 7 4 6 9 1 1 9 10 7 3 11 3 19 3 1 15 20 3 15 19 4 5 5 11 1 5 1 3 5 1
8 3 1 3 15 16 7 21 17 13 13 12 15 10 16 2 3 15 12 15 9 19 11 10 0 1 5 21 17 20 21 1 17 16 3 7 21 21 17 17 3 7 5 13 6 5 1 6 14 13 2 11 7 9 8 12 5 2 3 12 19 1 13 17 19 9 19 14 15 9
12 14 11 18 16 5 17 20 3 10 17 8 8 1 11 18 13 15 5 5 16 4 19 12 8 13 1 13 4 19 17 19 11 18 17 17 19 7 7 5 7 20 11 21 5 21 20 15 13 5 16 13 10 19 21 2 15 15 3 3 13 15 21 9 15 21 5 13 7 9
17 5 11 6 1 13 18 9 15 17 13 17 14 15 21 1 4 12 5 10 13 13 4 9 9 1 17 4 17 19 9 15 19 21 21 7 19 18 5 1 3 3 16 13 15 18 19 15 4 5 3 21 14 15 3 12 3 11 13 9 1 20 13 18 13 13 3 10 7 0
12 19 8 8 3 21 4 1 3 9 12 9 13 15 7 13 1 16 6 7 20 9 21 5 11 1 18 9 11 21 18 1 15 9 10 19 15 13 15 7 17 1 12 19 1 5 2 20 21 17 11 11 15 13 17 13 7 7 7 4 5 0 10 21 16 11 5 19 19 12
17 12 18 17 4 4 18 3 7 7 5 2 19 5 11 1 1 13 15 4 3 19 13 19 3 1 14 5 11 18 11 0 1 9 17 7 18 11 7 3 17 7 1 11 7 1 5 13 19 9 17 14 13 13 21 15 13 11 5 14 15 20 19 21 18 13 17 6 11 9
19 5 13 21 9 11 6 9 16 3 1 5 11 6 21 10 11 1 11 10 2 19 17 8 7 5 1 13 9 10 3 9 10 19 11 7 18 4 13 8 13 20 19 11 2 5 7 18 7 3 13 13 1 13 20 19 8 15 10 7 15 9 0 11 2 3 3 13 1 14
3 7 0 15 8 9 18 5 1 1 11 17 17 11 15 9 21 17 15 16 5 1 7 2 16 16 3 8 13 0 1 10 9 20 21 16 19 13 1 7 11 1 10 9 15 19 3 19 11 3 3 11 16 21 9 1 20 21 9 9 21 0 12 17 21 7 1 13 3 9
1 15 18 0 15 8 19 9 19 1 20 21 9 15 1 5 15 5 16 17 1 21 7 21 16 11 21 10 15 20 11 19 17 19 11 21 17 13 1 9 3 2 9 17 19 10 9 17 15 11 19 16 9 5 21 17 15 13 12 11 1 21 7 8 4 21 17 3 7 1
15 3 20 19 4 15 15 16 14 11 18 5 5 9 7 1 1 16 15 4 19 7 19 4 21 0 3 1 9 7 19 5 3 19 15 10 10 18 17 21 18 7 17 9 5 21 6 11 21 19 19 21 14 17 7 3 13 11 2 9 0 18 1 16 17 4 11 19 14 7
15 20 13 20 13 11 20 10 2 7 17 16 2 18 2 8 16 8 21 17 7 9 5 1 3 17 12 16 18 11 0 21 3 19 1 15 7 1 21 9 6 16 7 7 1 0 5 5 11 11 10 14 3 11 11 1 14 18 17 19 13 7 3 1 15 10 15 19 1 19
7 4 7 3 2 4 1 7 15 1 7 8 3 15 9 11 5 9 17 11 17 1 3 4 10 9 17 5 1 9 5 13 17 17 20 12 21 2 13 13 18 15 5 21 15 3 21 9 19 17 3 19 20 13 16 19 8 3 7 17 13 20 19 12 11 11 21 15 20 7
5 14 10 10 2 19 12 11 13 11 21 12 19 17 3 9 19 9 12 1 10 7 11 14 4 5 4 21 19 12 3 13 7 18 15 20 1 17 0 8 5 11 1 20 12 17 19 8 17 14 17 13 19 7 7 18 19 7 9 3 5 19 13 6 13 16 1 19 21 9
0 9 14 0 17 12 11 21 9 9 4 4 9 3 17 10 19 17 7 19 3 5 21 15 1 14 11 9 5 16 14 3 15 1 3 13 17 3 20 9 17 0 1 1 14 0 12 9 5 16 7 15 2 21 1 1 19 11 11 5 11 13 14 19 8 19 10 1 2 3
